"sample","view","target","metric","cut_type","cut_value","n_scored","n_official","coverage","estimate","lower","upper"
"exploratory","first_valid","goals","total_xg_squared_error","confidence","medium",38,104,0.365384615384615,2.82918763153594,1.88688986294295,3.83446676704621
"exploratory","first_valid","goals","total_xg_squared_error","outcome_class","away",26,104,0.25,2.19194095602789,1.40833577575513,3.13609002738036
"exploratory","first_valid","goals","total_xg_squared_error","outcome_class","draw",15,104,0.144230769230769,4.71524999544921,2.7632937326865,6.79648621730913
"exploratory","first_valid","goals","total_xg_squared_error","outcome_class","home",38,104,0.365384615384615,2.41345773112203,1.58027952583288,3.37619456629281
"exploratory","first_valid","goals","total_xg_squared_error","overall","all",79,104,0.759615384615385,2.77760264014051,2.06312931557986,3.4723292395672
"exploratory","first_valid","goals","total_xg_squared_error","stage","group",49,52,0.942307692307692,3.43089572761429,2.52451243306859,4.44929471712461
"exploratory","first_valid","goals","total_xg_squared_error","stage","knockout",30,31,0.967741935483871,1.71055726393335,1.00768812429422,2.42897205226221
"exploratory","first_valid","over_2_5","over_2_5_brier","confidence","high",17,104,0.163461538461538,0.23485261114135,0.211149682586655,0.257256729278009
"exploratory","first_valid","over_2_5","over_2_5_brier","confidence","low",24,104,0.230769230769231,0.247788457060553,0.239498579311585,0.255950707327747
"exploratory","first_valid","over_2_5","over_2_5_brier","confidence","medium",38,104,0.365384615384615,0.250747552915704,0.247101201299189,0.254229420678369
"exploratory","first_valid","over_2_5","over_2_5_brier","outcome_class","away",26,104,0.25,0.253304919467107,0.242254211207357,0.263068258012933
"exploratory","first_valid","over_2_5","over_2_5_brier","outcome_class","draw",15,104,0.144230769230769,0.250874849394686,0.23879661467377,0.265630968981387
"exploratory","first_valid","over_2_5","over_2_5_brier","outcome_class","home",38,104,0.365384615384615,0.239967729541787,0.23131473920845,0.248575645785689
"exploratory","first_valid","over_2_5","over_2_5_brier","overall","all",79,104,0.759615384615385,0.246428156577886,0.240197436658448,0.252397285255154
"exploratory","first_valid","over_2_5","over_2_5_brier","stage","group",49,52,0.942307692307692,0.247937482836735,0.239548108276157,0.25619773743835
"exploratory","first_valid","over_2_5","over_2_5_brier","stage","knockout",30,31,0.967741935483871,0.243962923688432,0.234343325184731,0.252379186978752
"exploratory","first_valid","over_2_5","over_2_5_log_loss","confidence","high",17,104,0.163461538461538,0.662549832141852,0.618185922757185,0.710811170053542
"exploratory","first_valid","over_2_5","over_2_5_log_loss","confidence","low",24,104,0.230769230769231,0.68872372683319,0.67260759049814,0.703862722376472
"exploratory","first_valid","over_2_5","over_2_5_log_loss","confidence","medium",38,104,0.365384615384615,0.694642834637137,0.687546011405985,0.702002590603007
"exploratory","first_valid","over_2_5","over_2_5_log_loss","outcome_class","away",26,104,0.25,0.699707086574172,0.677942939526028,0.718268641661616
"exploratory","first_valid","over_2_5","over_2_5_log_loss","outcome_class","draw",15,104,0.144230769230769,0.694965365124409,0.671044054460375,0.724129950122521
"exploratory","first_valid","over_2_5","over_2_5_log_loss","outcome_class","home",38,104,0.365384615384615,0.672954725758543,0.655153715450395,0.690264025825346
"exploratory","first_valid","over_2_5","over_2_5_log_loss","overall","all",79,104,0.759615384615385,0.685938535526826,0.673147083335037,0.698292987205119
"exploratory","first_valid","over_2_5","over_2_5_log_loss","stage","group",49,52,0.942307692307692,0.688971193158167,0.671921833146054,0.704451380344248
"exploratory","first_valid","over_2_5","over_2_5_log_loss","stage","knockout",30,31,0.967741935483871,0.680985194728968,0.66268757623914,0.698459248035411
"exploratory","first_valid","regulation_1x2","accuracy","confidence","high",17,104,0.163461538461538,0.88235294117647,0.705882352941177,1
"exploratory","first_valid","regulation_1x2","accuracy","confidence","low",24,104,0.230769230769231,0.416666666666667,0.25,0.625
"exploratory","first_valid","regulation_1x2","accuracy","confidence","medium",38,104,0.365384615384615,0.763157894736842,0.631578947368421,0.894736842105263
"exploratory","first_valid","regulation_1x2","accuracy","outcome_class","away",26,104,0.25,0.923076923076923,0.807692307692308,1
"exploratory","first_valid","regulation_1x2","accuracy","outcome_class","draw",15,104,0.144230769230769,0,0,0
"exploratory","first_valid","regulation_1x2","accuracy","outcome_class","home",38,104,0.365384615384615,0.789473684210526,0.657894736842105,0.921052631578947
"exploratory","first_valid","regulation_1x2","accuracy","overall","all",79,104,0.759615384615385,0.683544303797468,0.569620253164557,0.784810126582278
"exploratory","first_valid","regulation_1x2","accuracy","stage","group",49,52,0.942307692307692,0.63265306122449,0.489795918367347,0.755102040816327
"exploratory","first_valid","regulation_1x2","accuracy","stage","knockout",30,31,0.967741935483871,0.766666666666667,0.6,0.9
"exploratory","first_valid","regulation_1x2","brier","confidence","high",17,104,0.163461538461538,0.292589070418125,0.170836980111351,0.461541671647005
"exploratory","first_valid","regulation_1x2","brier","confidence","low",24,104,0.230769230769231,0.662290052369288,0.608771660173343,0.720601619350434
"exploratory","first_valid","regulation_1x2","brier","confidence","medium",38,104,0.365384615384615,0.458492876225742,0.386071973866197,0.539594040192213
"exploratory","first_valid","regulation_1x2","brier","outcome_class","away",26,104,0.25,0.366502034178705,0.304341244452066,0.432805976551497
"exploratory","first_valid","regulation_1x2","brier","outcome_class","draw",15,104,0.144230769230769,0.908491702250549,0.86425701128714,0.96435909863827
"exploratory","first_valid","regulation_1x2","brier","outcome_class","home",38,104,0.365384615384615,0.398296745477491,0.337109823568926,0.462726270300234
"exploratory","first_valid","regulation_1x2","brier","overall","all",79,104,0.759615384615385,0.484705123424674,0.429143281540423,0.545039403356701
"exploratory","first_valid","regulation_1x2","brier","stage","group",49,52,0.942307692307692,0.497099759355102,0.418596108626497,0.582073285920544
"exploratory","first_valid","regulation_1x2","brier","stage","knockout",30,31,0.967741935483871,0.464460551404974,0.38805708009457,0.548367189968811
"exploratory","first_valid","regulation_1x2","log_loss","confidence","high",17,104,0.163461538461538,0.568682796804843,0.409065424664214,0.796527492263609
"exploratory","first_valid","regulation_1x2","log_loss","confidence","low",24,104,0.230769230769231,1.09499705383029,1.0123070574116,1.18040361338059
"exploratory","first_valid","regulation_1x2","log_loss","confidence","medium",38,104,0.365384615384615,0.808823167369233,0.710405410366772,0.916885869622483
"exploratory","first_valid","regulation_1x2","log_loss","outcome_class","away",26,104,0.25,0.679222811360334,0.596915341309807,0.7703985807006
"exploratory","first_valid","regulation_1x2","log_loss","outcome_class","draw",15,104,0.144230769230769,1.44283852836808,1.39889598487619,1.49938925775749
"exploratory","first_valid","regulation_1x2","log_loss","outcome_class","home",38,104,0.365384615384615,0.720538057282899,0.635813063998311,0.805801597920234
"exploratory","first_valid","regulation_1x2","log_loss","overall","all",79,104,0.759615384615385,0.844086293641014,0.761859677966713,0.927060516102526
"exploratory","first_valid","regulation_1x2","log_loss","stage","group",49,52,0.942307692307692,0.861116720932197,0.751928795302552,0.981063735550791
"exploratory","first_valid","regulation_1x2","log_loss","stage","knockout",30,31,0.967741935483871,0.816269929065416,0.703941807294123,0.935474326605311
"exploratory","first_valid","regulation_1x2","rps","confidence","high",17,104,0.163461538461538,0.0906918002621927,0.0675653028289751,0.120860431479435
"exploratory","first_valid","regulation_1x2","rps","confidence","low",24,104,0.230769230769231,0.216690703566389,0.19280718870547,0.240289333286949
"exploratory","first_valid","regulation_1x2","rps","confidence","medium",38,104,0.365384615384615,0.166985968371711,0.144290682488177,0.194878694599517
"exploratory","first_valid","regulation_1x2","rps","outcome_class","away",26,104,0.25,0.156703706172183,0.127907596398085,0.189815830968752
"exploratory","first_valid","regulation_1x2","rps","outcome_class","draw",15,104,0.144230769230769,0.163198630056514,0.148440749825144,0.181428308299226
"exploratory","first_valid","regulation_1x2","rps","outcome_class","home",38,104,0.365384615384615,0.172777065180293,0.143535209115662,0.203676312743527
"exploratory","first_valid","regulation_1x2","rps","overall","all",79,104,0.759615384615385,0.165668408711084,0.1468651332525,0.184208509333661
"exploratory","first_valid","regulation_1x2","rps","stage","group",49,52,0.942307692307692,0.162674527960204,0.139359680337236,0.188549169393036
"exploratory","first_valid","regulation_1x2","rps","stage","knockout",30,31,0.967741935483871,0.17055841393752,0.145278405131309,0.201358640308402
"exploratory","first_valid","scoreline","away_goal_rps","confidence","high",0,104,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","confidence","low",0,104,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","confidence","medium",0,104,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","outcome_class","away",0,104,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","outcome_class","draw",0,104,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","outcome_class","home",0,104,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","overall","all",0,104,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","stage","group",0,52,0,,,
"exploratory","first_valid","scoreline","away_goal_rps","stage","knockout",0,31,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","confidence","high",0,104,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","confidence","low",0,104,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","confidence","medium",0,104,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","outcome_class","away",0,104,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","outcome_class","draw",0,104,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","outcome_class","home",0,104,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","overall","all",0,104,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","stage","group",0,52,0,,,
"exploratory","first_valid","scoreline","exact_score_hit","stage","knockout",0,31,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","confidence","high",0,104,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","confidence","low",0,104,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","confidence","medium",0,104,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","outcome_class","away",0,104,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","outcome_class","draw",0,104,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","outcome_class","home",0,104,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","overall","all",0,104,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","stage","group",0,52,0,,,
"exploratory","first_valid","scoreline","home_goal_rps","stage","knockout",0,31,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","confidence","high",0,104,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","confidence","low",0,104,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","confidence","medium",0,104,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","outcome_class","away",0,104,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","outcome_class","draw",0,104,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","outcome_class","home",0,104,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","overall","all",0,104,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","stage","group",0,52,0,,,
"exploratory","first_valid","scoreline","joint_scoreline_log_loss","stage","knockout",0,31,0,,,
"exploratory","latest_valid","btts","btts_brier","confidence","high",16,104,0.153846153846154,0.241822182412663,0.214518206515716,0.271882667256568
"exploratory","latest_valid","btts","btts_brier","confidence","low",27,104,0.259615384615385,0.25252635279397,0.24618278099022,0.258912648036308
"exploratory","latest_valid","btts","btts_brier","confidence","medium",36,104,0.346153846153846,0.250235327241724,0.240970144913321,0.259241179040889
"exploratory","latest_valid","btts","btts_brier","outcome_class","away",26,104,0.25,0.248258329846244,0.233980393433456,0.264178932838707
"exploratory","latest_valid","btts","btts_brier","outcome_class","draw",15,104,0.144230769230769,0.249592199118269,0.234402909461714,0.263946343748259
"exploratory","latest_valid","btts","btts_brier","outcome_class","home",38,104,0.365384615384615,0.249927333209618,0.238799464517163,0.261765529602256
"exploratory","latest_valid","btts","btts_brier","overall","all",79,104,0.759615384615385,0.249314407908125,0.241593097301334,0.256871004742856
"exploratory","latest_valid","btts","btts_brier","stage","group",49,52,0.942307692307692,0.245270547987755,0.235677590564201,0.255460797584269
"exploratory","latest_valid","btts","btts_brier","stage","knockout",30,31,0.967741935483871,0.255919379111396,0.244549130818904,0.267413994734492
"exploratory","latest_valid","btts","btts_log_loss","confidence","high",16,104,0.153846153846154,0.676846984915956,0.622307786318347,0.73241011795939
"exploratory","latest_valid","btts","btts_log_loss","confidence","low",27,104,0.259615384615385,0.698202459523595,0.685010215986596,0.710666581990357
"exploratory","latest_valid","btts","btts_log_loss","confidence","medium",36,104,0.346153846153846,0.693608664138968,0.67430359459757,0.712728901577866
"exploratory","latest_valid","btts","btts_log_loss","outcome_class","away",26,104,0.25,0.689686736942942,0.662003336973546,0.718682305699305
"exploratory","latest_valid","btts","btts_log_loss","outcome_class","draw",15,104,0.144230769230769,0.692286901398894,0.66061099808516,0.720804961962072
"exploratory","latest_valid","btts","btts_log_loss","outcome_class","home",38,104,0.365384615384615,0.693020299823561,0.670463399773817,0.716846172654884
"exploratory","latest_valid","btts","btts_log_loss","overall","all",79,104,0.759615384615385,0.691783924997408,0.676686419609211,0.708434336091673
"exploratory","latest_valid","btts","btts_log_loss","stage","group",49,52,0.942307692307692,0.683659259901933,0.664149177756921,0.703170761979157
"exploratory","latest_valid","btts","btts_log_loss","stage","knockout",30,31,0.967741935483871,0.705054211320016,0.683563133794434,0.728517805290023
"exploratory","latest_valid","goals","away_xg_absolute_error","confidence","high",16,104,0.153846153846154,0.729905448144754,0.529866908029898,0.91818169430812
"exploratory","latest_valid","goals","away_xg_absolute_error","confidence","low",27,104,0.259615384615385,0.860809005954219,0.661974853584044,1.06454604931632
"exploratory","latest_valid","goals","away_xg_absolute_error","confidence","medium",36,104,0.346153846153846,0.932356817278579,0.716563008710343,1.20196989961224
"exploratory","latest_valid","goals","away_xg_absolute_error","outcome_class","away",26,104,0.25,1.0528747412244,0.769938213695065,1.37293612051926
"exploratory","latest_valid","goals","away_xg_absolute_error","outcome_class","draw",15,104,0.144230769230769,0.840334960619989,0.567122272182153,1.1166008755551
"exploratory","latest_valid","goals","away_xg_absolute_error","outcome_class","home",38,104,0.365384615384615,0.750142317683539,0.596251180035444,0.896708056986943
"exploratory","latest_valid","goals","away_xg_absolute_error","overall","all",79,104,0.759615384615385,0.866900958900112,0.732088900514416,1.00293124946618
"exploratory","latest_valid","goals","away_xg_absolute_error","stage","group",49,52,0.942307692307692,0.895478775510204,0.72716768367347,1.07830035714286
"exploratory","latest_valid","goals","away_xg_absolute_error","stage","knockout",30,31,0.967741935483871,0.820223858436961,0.629753004153093,1.02392456867304
"exploratory","latest_valid","goals","home_xg_absolute_error","confidence","high",16,104,0.153846153846154,1.01417827916187,0.736636221184306,1.3032510298139
"exploratory","latest_valid","goals","home_xg_absolute_error","confidence","low",27,104,0.259615384615385,0.881233581261691,0.680726445638772,1.08262160037077
"exploratory","latest_valid","goals","home_xg_absolute_error","confidence","medium",36,104,0.346153846153846,0.953349293030297,0.648713329430822,1.30231702932451
"exploratory","latest_valid","goals","home_xg_absolute_error","outcome_class","away",26,104,0.25,0.626435075018093,0.463952335593046,0.794997949656458
"exploratory","latest_valid","goals","home_xg_absolute_error","outcome_class","draw",15,104,0.144230769230769,1.06504176156453,0.745731057321117,1.40999431183439
"exploratory","latest_valid","goals","home_xg_absolute_error","outcome_class","home",38,104,0.365384615384615,1.10731040357389,0.818649954011675,1.42165094612898
"exploratory","latest_valid","goals","home_xg_absolute_error","overall","all",79,104,0.759615384615385,0.94102194569299,0.777922693337722,1.12369037512147
"exploratory","latest_valid","goals","home_xg_absolute_error","stage","group",49,52,0.942307692307692,1.11947326530612,0.87522043367347,1.37868423639456
"exploratory","latest_valid","goals","home_xg_absolute_error","stage","knockout",30,31,0.967741935483871,0.649551456991541,0.502663416093746,0.79537921852879
"exploratory","latest_valid","goals","total_xg_squared_error","confidence","high",16,104,0.153846153846154,2.88379173725918,1.39696417545105,4.48128337701601
"exploratory","latest_valid","goals","total_xg_squared_error","confidence","low",27,104,0.259615384615385,2.83802642392186,1.74913659305552,4.1173495528901
"exploratory","latest_valid","goals","total_xg_squared_error","confidence","medium",36,104,0.346153846153846,2.66596704197182,1.74262809289019,3.69187382931923
"exploratory","latest_valid","goals","total_xg_squared_error","outcome_class","away",26,104,0.25,2.20883935665211,1.39959029288005,3.17499442926526
"exploratory","latest_valid","goals","total_xg_squared_error","outcome_class","draw",15,104,0.144230769230769,4.66735771680921,2.77036869999681,6.68507269187404
"exploratory","latest_valid","goals","total_xg_squared_error","outcome_class","home",38,104,0.365384615384615,2.4026843612613,1.52259075945921,3.36127255077705
"exploratory","latest_valid","goals","total_xg_squared_error","overall","all",79,104,0.759615384615385,2.7688885411775,2.12946820830603,3.49405246833062
"exploratory","latest_valid","goals","total_xg_squared_error","stage","group",49,52,0.942307692307692,3.41560760289184,2.44434009949393,4.38799686868483
"exploratory","latest_valid","goals","total_xg_squared_error","stage","knockout",30,31,0.967741935483871,1.71258074037742,1.03326858020562,2.48269927057496
"exploratory","latest_valid","over_2_5","over_2_5_brier","confidence","high",16,104,0.153846153846154,0.235074138336364,0.210636781794005,0.261040097245785
"exploratory","latest_valid","over_2_5","over_2_5_brier","confidence","low",27,104,0.259615384615385,0.246968104497439,0.239563195429335,0.254295510708278
"exploratory","latest_valid","over_2_5","over_2_5_brier","confidence","medium",36,104,0.346153846153846,0.251743325745077,0.247854231947787,0.255695314121015
"exploratory","latest_valid","over_2_5","over_2_5_brier","outcome_class","away",26,104,0.25,0.253778862479972,0.242189540234629,0.264325096930171
"exploratory","latest_valid","over_2_5","over_2_5_brier","outcome_class","draw",15,104,0.144230769230769,0.249803668521353,0.237511840476421,0.263931216888944
"exploratory","latest_valid","over_2_5","over_2_5_brier","outcome_class","home",38,104,0.365384615384615,0.240704718666734,0.231798033422188,0.248730456039171
"exploratory","latest_valid","over_2_5","over_2_5_brier","overall","all",79,104,0.759615384615385,0.246735250147284,0.240198546803612,0.253020731529481
"exploratory","latest_valid","over_2_5","over_2_5_brier","stage","group",49,52,0.942307692307692,0.248416343522449,0.239656889858384,0.256944180917942
"exploratory","latest_valid","over_2_5","over_2_5_brier","stage","knockout",30,31,0.967741935483871,0.243989464301182,0.234458610989328,0.252429381238933
"exploratory","latest_valid","over_2_5","over_2_5_log_loss","confidence","high",16,104,0.153846153846154,0.662938374306829,0.613854087458539,0.711895752696255
"exploratory","latest_valid","over_2_5","over_2_5_log_loss","confidence","low",27,104,0.259615384615385,0.687081308064171,0.672389936614385,0.702416705447202
"exploratory","latest_valid","over_2_5","over_2_5_log_loss","confidence","medium",36,104,0.346153846153846,0.696634763450837,0.688385231045692,0.704999772029151
"exploratory","latest_valid","over_2_5","over_2_5_log_loss","outcome_class","away",26,104,0.25,0.700632956231614,0.677313873802006,0.721855330155682
"exploratory","latest_valid","over_2_5","over_2_5_log_loss","outcome_class","draw",15,104,0.144230769230769,0.692803512966519,0.668968330414646,0.720924551392056
