"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","score_source","actual_winner_team","home_team_canonical","away_team_canonical","home_team_fifa","away_team_fifa","result","match_id","is_home"
2008-06-22,"Egypt","Malawi",2,0,"FIFA World Cup qualification","Cairo","Egypt",FALSE,"martj42",NA,"Egypt","Malawi","EGY","MWI",1,"Egypt_Malawi_2008-06-22",TRUE
2008-06-22,"El Salvador","Panama",3,1,"FIFA World Cup qualification","San Salvador","El Salvador",FALSE,"martj42",NA,"El Salvador","Panama","SLV","PAN",1,"El Salvador_Panama_2008-06-22",TRUE
2008-06-22,"Ghana","Gabon",2,0,"FIFA World Cup qualification","Accra","Ghana",FALSE,"martj42",NA,"Ghana","Gabon","GHA","GAB",1,"Ghana_Gabon_2008-06-22",TRUE
2008-06-22,"Guinea","Namibia",4,0,"FIFA World Cup qualification","Conakry","Guinea",FALSE,"martj42",NA,"Guinea","Namibia","GUI","NAM",1,"Guinea_Namibia_2008-06-22",TRUE
2008-06-22,"Guyana","Suriname",1,2,"FIFA World Cup qualification","Providence","Guyana",FALSE,"martj42",NA,"Guyana","Suriname","GUY","SUR",0,"Guyana_Suriname_2008-06-22",TRUE
2008-06-22,"Iran","Kuwait",2,0,"FIFA World Cup qualification","Tehran","Iran",FALSE,"martj42",NA,"Iran","Kuwait","IRN","KUW",1,"Iran_Kuwait_2008-06-22",TRUE
2008-06-22,"Iraq","Qatar",0,1,"FIFA World Cup qualification","Dubai","United Arab Emirates",TRUE,"martj42",NA,"Iraq","Qatar","IRQ","QAT",0,"Iraq_Qatar_2008-06-22",FALSE
2008-06-22,"Ivory Coast","Botswana",4,0,"FIFA World Cup qualification","Abidjan","Ivory Coast",FALSE,"martj42",NA,"Ivory Coast","Botswana","CIV","BOT",1,"Ivory Coast_Botswana_2008-06-22",TRUE
2008-06-22,"Japan","Bahrain",1,0,"FIFA World Cup qualification","Saitama","Japan",FALSE,"martj42",NA,"Japan","Bahrain","JPN","BHR",1,"Japan_Bahrain_2008-06-22",TRUE
2008-06-22,"Jordan","Turkmenistan",2,0,"FIFA World Cup qualification","Amman","Jordan",FALSE,"martj42",NA,"Jordan","Turkmenistan","JOR","TKM",1,"Jordan_Turkmenistan_2008-06-22",TRUE
2008-06-22,"South Korea","North Korea",0,0,"FIFA World Cup qualification","Seoul","South Korea",FALSE,"martj42",NA,"Korea Republic","Korea DPR","KOR","PRK",0.5,"Korea Republic_Korea DPR_2008-06-22",TRUE
2008-06-22,"Lebanon","Singapore",1,2,"FIFA World Cup qualification","Beirut","Lebanon",FALSE,"martj42",NA,"Lebanon","Singapore","LBN","SIN",0,"Lebanon_Singapore_2008-06-22",TRUE
2008-06-22,"Mali","Sudan",3,0,"FIFA World Cup qualification","Bamako","Mali",FALSE,"martj42",NA,"Mali","Sudan","MLI","SUD",1,"Mali_Sudan_2008-06-22",TRUE
2008-06-22,"Mozambique","Madagascar",3,0,"FIFA World Cup qualification","Maputo","Mozambique",FALSE,"martj42",NA,"Mozambique","Madagascar","MOZ","MAD",1,"Mozambique_Madagascar_2008-06-22",TRUE
2008-06-22,"Oman","Thailand",2,1,"FIFA World Cup qualification","Muscat","Oman",FALSE,"martj42",NA,"Oman","Thailand","OMA","THA",1,"Oman_Thailand_2008-06-22",TRUE
2008-06-22,"Saudi Arabia","Uzbekistan",4,0,"FIFA World Cup qualification","Riyadh","Saudi Arabia",FALSE,"martj42",NA,"Saudi Arabia","Uzbekistan","KSA","UZB",1,"Saudi Arabia_Uzbekistan_2008-06-22",TRUE
2008-06-22,"Spain","Italy",0,0,"UEFA Euro","Vienna","Austria",TRUE,"martj42",NA,"Spain","Italy","ESP","ITA",0.5,"Spain_Italy_2008-06-22",FALSE
2008-06-22,"United Arab Emirates","Syria",1,3,"FIFA World Cup qualification","Al Ain","United Arab Emirates",FALSE,"martj42",NA,"United Arab Emirates","Syria","UAE","SYR",0,"United Arab Emirates_Syria_2008-06-22",TRUE
2008-06-22,"Zimbabwe","Kenya",0,0,"FIFA World Cup qualification","Harare","Zimbabwe",FALSE,"martj42",NA,"Zimbabwe","Kenya","ZIM","KEN",0.5,"Zimbabwe_Kenya_2008-06-22",TRUE
2008-06-23,"Angola","Uganda",0,0,"FIFA World Cup qualification","Luanda","Angola",FALSE,"martj42",NA,"Angola","Uganda","ANG","UGA",0.5,"Angola_Uganda_2008-06-23",TRUE
2008-06-25,"Germany","Turkey",3,2,"UEFA Euro","Basel","Switzerland",TRUE,"martj42",NA,"Germany","Turkey","GER","TUR",1,"Germany_Turkey_2008-06-25",FALSE
2008-06-26,"Russia","Spain",0,3,"UEFA Euro","Vienna","Austria",TRUE,"martj42",NA,"Russia","Spain","RUS","ESP",0,"Russia_Spain_2008-06-26",FALSE
2008-06-28,"Gabon","Lesotho",2,0,"FIFA World Cup qualification","Libreville","Gabon",FALSE,"martj42",NA,"Gabon","Lesotho","GAB","LES",1,"Gabon_Lesotho_2008-06-28",TRUE
2008-06-29,"Germany","Spain",0,1,"UEFA Euro","Vienna","Austria",TRUE,"martj42",NA,"Germany","Spain","GER","ESP",0,"Germany_Spain_2008-06-29",FALSE
2008-07-07,"Solomon Islands","Vanuatu",1,2,"Friendly","Honiara","Solomon Islands",FALSE,"martj42",NA,"Solomon Islands","Vanuatu","SOL","VAN",0,"Solomon Islands_Vanuatu_2008-07-07",TRUE
2008-07-07,"Sápmi","Iraqi Kurdistan",2,2,"Viva World Cup","Gällivare","Sweden",FALSE,"martj42",NA,"Sápmi","Iraqi Kurdistan",NA,NA,0.5,"Sápmi_Iraqi Kurdistan_2008-07-07",TRUE
2008-07-08,"Trinidad and Tobago","Guyana",2,0,"Friendly","Macoya","Trinidad and Tobago",FALSE,"martj42",NA,"Trinidad and Tobago","Guyana","TRI","GUY",1,"Trinidad and Tobago_Guyana_2008-07-08",TRUE
2008-07-08,"Provence","Padania",1,6,"Viva World Cup","Gällivare","Sweden",TRUE,"martj42",NA,"Provence","Padania",NA,NA,0,"Provence_Padania_2008-07-08",FALSE
2008-07-09,"Provence","Iraqi Kurdistan",0,3,"Viva World Cup","Malmberget","Sweden",TRUE,"martj42",NA,"Provence","Iraqi Kurdistan",NA,NA,0,"Provence_Iraqi Kurdistan_2008-07-09",FALSE
2008-07-09,"Sápmi","Arameans Suryoye",0,1,"Viva World Cup","Gällivare","Sweden",FALSE,"martj42",NA,"Sápmi","Arameans Suryoye",NA,NA,0,"Sápmi_Arameans Suryoye_2008-07-09",TRUE
2008-07-10,"Arameans Suryoye","Provence",5,0,"Viva World Cup","Malmberget","Sweden",TRUE,"martj42",NA,"Arameans Suryoye","Provence",NA,NA,1,"Arameans Suryoye_Provence_2008-07-10",FALSE
2008-07-10,"Padania","Iraqi Kurdistan",2,1,"Viva World Cup","Gällivare","Sweden",TRUE,"martj42",NA,"Padania","Iraqi Kurdistan",NA,NA,1,"Padania_Iraqi Kurdistan_2008-07-10",FALSE
2008-07-11,"Sápmi","Padania",0,2,"Viva World Cup","Malmberget","Sweden",FALSE,"martj42",NA,"Sápmi","Padania",NA,NA,0,"Sápmi_Padania_2008-07-11",TRUE
2008-07-11,"Iraqi Kurdistan","Arameans Suryoye",0,0,"Viva World Cup","Gällivare","Sweden",TRUE,"martj42",NA,"Iraqi Kurdistan","Arameans Suryoye",NA,NA,0.5,"Iraqi Kurdistan_Arameans Suryoye_2008-07-11",FALSE
2008-07-12,"Padania","Arameans Suryoye",4,1,"Viva World Cup","Malmberget","Sweden",TRUE,"martj42",NA,"Padania","Arameans Suryoye",NA,NA,1,"Padania_Arameans Suryoye_2008-07-12",FALSE
2008-07-12,"Sápmi","Provence",4,2,"Viva World Cup","Gällivare","Sweden",FALSE,"martj42",NA,"Sápmi","Provence",NA,NA,1,"Sápmi_Provence_2008-07-12",TRUE
2008-07-13,"Sápmi","Iraqi Kurdistan",3,1,"Viva World Cup","Malmberget","Sweden",FALSE,"martj42",NA,"Sápmi","Iraqi Kurdistan",NA,NA,1,"Sápmi_Iraqi Kurdistan_2008-07-13",TRUE
2008-07-13,"Padania","Arameans Suryoye",2,0,"Viva World Cup","Gällivare","Sweden",TRUE,"martj42",NA,"Padania","Arameans Suryoye",NA,NA,1,"Padania_Arameans Suryoye_2008-07-13",FALSE
2008-07-17,"Trinidad and Tobago","Curaçao",2,0,"Friendly","Macoya","Trinidad and Tobago",FALSE,"martj42",NA,"Trinidad and Tobago","Curaçao","TRI",NA,1,"Trinidad and Tobago_Curaçao_2008-07-17",TRUE
2008-07-19,"Madagascar","Eswatini",1,1,"COSAFA Cup qualification","Witbank","South Africa",TRUE,"martj42",NA,"Madagascar","Eswatini","MAD","SWZ",0.5,"Madagascar_Eswatini_2008-07-19",FALSE
2008-07-19,"Mauritius","Seychelles",0,7,"COSAFA Cup qualification","Witbank","South Africa",TRUE,"martj42",NA,"Mauritius","Seychelles","MUR","SEY",0,"Mauritius_Seychelles_2008-07-19",FALSE
2008-07-20,"Comoros","Namibia",0,3,"COSAFA Cup qualification","Secunda","South Africa",TRUE,"martj42",NA,"Comoros","Namibia","COM","NAM",0,"Comoros_Namibia_2008-07-20",FALSE
2008-07-20,"El Salvador","Guatemala",0,0,"Friendly","Los Angeles","United States",TRUE,"martj42",NA,"El Salvador","Guatemala","SLV","GUA",0.5,"El Salvador_Guatemala_2008-07-20",FALSE
2008-07-20,"Lesotho","Malawi",0,1,"COSAFA Cup qualification","Secunda","South Africa",TRUE,"martj42",NA,"Lesotho","Malawi","LES","MWI",0,"Lesotho_Malawi_2008-07-20",FALSE
2008-07-21,"Madagascar","Seychelles",1,1,"COSAFA Cup qualification","Witbank","South Africa",TRUE,"martj42",NA,"Madagascar","Seychelles","MAD","SEY",0.5,"Madagascar_Seychelles_2008-07-21",FALSE
2008-07-21,"Mauritius","Eswatini",1,1,"COSAFA Cup qualification","Witbank","South Africa",TRUE,"martj42",NA,"Mauritius","Eswatini","MUR","SWZ",0.5,"Mauritius_Eswatini_2008-07-21",FALSE
2008-07-22,"Comoros","Malawi",0,1,"COSAFA Cup qualification","Secunda","South Africa",TRUE,"martj42",NA,"Comoros","Malawi","COM","MWI",0,"Comoros_Malawi_2008-07-22",FALSE
2008-07-22,"India","Malaysia",1,1,"Friendly","Hyderabad","India",FALSE,"martj42",NA,"India","Malaysia","IND","MAS",0.5,"India_Malaysia_2008-07-22",TRUE
2008-07-22,"Lesotho","Namibia",1,1,"COSAFA Cup qualification","Secunda","South Africa",TRUE,"martj42",NA,"Lesotho","Namibia","LES","NAM",0.5,"Lesotho_Namibia_2008-07-22",FALSE
2008-07-23,"Madagascar","Mauritius",2,1,"COSAFA Cup qualification","Witbank","South Africa",TRUE,"martj42",NA,"Madagascar","Mauritius","MAD","MUR",1,"Madagascar_Mauritius_2008-07-23",FALSE
2008-07-23,"Seychelles","Eswatini",0,1,"COSAFA Cup qualification","Witbank","South Africa",TRUE,"martj42",NA,"Seychelles","Eswatini","SEY","SWZ",0,"Seychelles_Eswatini_2008-07-23",FALSE
2008-07-24,"Comoros","Lesotho",0,1,"COSAFA Cup qualification","Secunda","South Africa",TRUE,"martj42",NA,"Comoros","Lesotho","COM","LES",0,"Comoros_Lesotho_2008-07-24",FALSE
2008-07-24,"Malawi","Namibia",0,1,"COSAFA Cup qualification","Secunda","South Africa",TRUE,"martj42",NA,"Malawi","Namibia","MWI","NAM",0,"Malawi_Namibia_2008-07-24",FALSE
2008-07-26,"El Salvador","Jamaica",0,0,"Friendly","Frisco","United States",TRUE,"martj42",NA,"El Salvador","Jamaica","SLV","JAM",0.5,"El Salvador_Jamaica_2008-07-26",FALSE
2008-07-26,"South Africa","Namibia",1,0,"COSAFA Cup","Witbank","South Africa",FALSE,"martj42",NA,"South Africa","Namibia","RSA","NAM",1,"South Africa_Namibia_2008-07-26",TRUE
2008-07-27,"Botswana","Mozambique",0,2,"COSAFA Cup","Secunda","South Africa",TRUE,"martj42",NA,"Botswana","Mozambique","BOT","MOZ",0,"Botswana_Mozambique_2008-07-27",FALSE
2008-07-27,"Curaçao","Aruba",0,0,"CFU Caribbean Cup qualification","Willemstad","Curaçao",FALSE,"martj42",NA,"Curaçao","Aruba",NA,NA,0.5,"Curaçao_Aruba_2008-07-27",TRUE
2008-07-27,"Zambia","Zimbabwe",0,0,"COSAFA Cup","Secunda","South Africa",TRUE,"martj42",NA,"Zambia","Zimbabwe","ZAM","ZIM",0.5,"Zambia_Zimbabwe_2008-07-27",FALSE
2008-07-29,"Grenada","Aruba",3,1,"CFU Caribbean Cup qualification","Willemstad","Curaçao",TRUE,"martj42",NA,"Grenada","Aruba","GRN",NA,1,"Grenada_Aruba_2008-07-29",FALSE
2008-07-30,"India","Afghanistan",1,0,"AFC Challenge Cup","Hyderabad","India",FALSE,"martj42",NA,"India","Afghanistan","IND","AFG",1,"India_Afghanistan_2008-07-30",TRUE
2008-07-30,"Madagascar","Mozambique",1,2,"COSAFA Cup","Bushbuckridge","South Africa",TRUE,"martj42",NA,"Madagascar","Mozambique","MAD","MOZ",0,"Madagascar_Mozambique_2008-07-30",FALSE
2008-07-30,"South Africa","Zambia",1,0,"COSAFA Cup","Bushbuckridge","South Africa",FALSE,"martj42",NA,"South Africa","Zambia","RSA","ZAM",1,"South Africa_Zambia_2008-07-30",TRUE
2008-07-30,"Trinidad and Tobago","Haiti",2,0,"Friendly","Macoya","Trinidad and Tobago",FALSE,"martj42",NA,"Trinidad and Tobago","Haiti","TRI","HAI",1,"Trinidad and Tobago_Haiti_2008-07-30",TRUE
2008-07-30,"Turkmenistan","Tajikistan",0,0,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Turkmenistan","Tajikistan","TKM","TJK",0.5,"Turkmenistan_Tajikistan_2008-07-30",FALSE
2008-07-31,"Myanmar","Nepal",3,0,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Myanmar","Nepal","MYA","NEP",1,"Myanmar_Nepal_2008-07-31",FALSE
2008-07-31,"Curaçao","Grenada",2,0,"CFU Caribbean Cup qualification","Willemstad","Curaçao",FALSE,"martj42",NA,"Curaçao","Grenada",NA,"GRN",1,"Curaçao_Grenada_2008-07-31",TRUE
2008-07-31,"North Korea","Sri Lanka",3,0,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Korea DPR","Sri Lanka","PRK","SRI",1,"Korea DPR_Sri Lanka_2008-07-31",FALSE
2008-08-01,"Afghanistan","Turkmenistan",0,5,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Afghanistan","Turkmenistan","AFG","TKM",0,"Afghanistan_Turkmenistan_2008-08-01",FALSE
2008-08-01,"India","Tajikistan",1,1,"AFC Challenge Cup","Hyderabad","India",FALSE,"martj42",NA,"India","Tajikistan","IND","TJK",0.5,"India_Tajikistan_2008-08-01",TRUE
2008-08-02,"Nepal","North Korea",0,1,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Nepal","Korea DPR","NEP","PRK",0,"Nepal_Korea DPR_2008-08-02",FALSE
2008-08-02,"Sri Lanka","Myanmar",1,3,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Sri Lanka","Myanmar","SRI","MYA",0,"Sri Lanka_Myanmar_2008-08-02",FALSE
2008-08-03,"Afghanistan","Tajikistan",0,4,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Afghanistan","Tajikistan","AFG","TJK",0,"Afghanistan_Tajikistan_2008-08-03",FALSE
2008-08-03,"India","Turkmenistan",2,1,"AFC Challenge Cup","Hyderabad","India",FALSE,"martj42",NA,"India","Turkmenistan","IND","TKM",1,"India_Turkmenistan_2008-08-03",TRUE
2008-08-03,"Madagascar","Zambia",0,2,"COSAFA Cup","Bushbuckridge","South Africa",TRUE,"martj42",NA,"Madagascar","Zambia","MAD","ZAM",0,"Madagascar_Zambia_2008-08-03",FALSE
2008-08-03,"South Africa","Mozambique",2,1,"COSAFA Cup","Bushbuckridge","South Africa",FALSE,"martj42",NA,"South Africa","Mozambique","RSA","MOZ",1,"South Africa_Mozambique_2008-08-03",TRUE
2008-08-04,"North Korea","Myanmar",1,0,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Korea DPR","Myanmar","PRK","MYA",1,"Korea DPR_Myanmar_2008-08-04",FALSE
2008-08-04,"Nepal","Sri Lanka",3,0,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Nepal","Sri Lanka","NEP","SRI",1,"Nepal_Sri Lanka_2008-08-04",FALSE
2008-08-06,"Guatemala","Bolivia",3,0,"Friendly","Washington, D.C.","United States",TRUE,"martj42",NA,"Guatemala","Bolivia","GUA","BOL",1,"Guatemala_Bolivia_2008-08-06",FALSE
2008-08-07,"India","Myanmar",1,0,"AFC Challenge Cup","Hyderabad","India",FALSE,"martj42",NA,"India","Myanmar","IND","MYA",1,"India_Myanmar_2008-08-07",TRUE
2008-08-07,"Iran","Palestine",3,0,"WAFF Championship","Tehran","Iran",FALSE,"martj42",NA,"Iran","Palestine","IRN","PLE",1,"Iran_Palestine_2008-08-07",TRUE
2008-08-07,"North Korea","Tajikistan",0,1,"AFC Challenge Cup","Hyderabad","India",TRUE,"martj42",NA,"Korea DPR","Tajikistan","PRK","TJK",0,"Korea DPR_Tajikistan_2008-08-07",FALSE
2008-08-07,"Syria","Jordan",0,0,"WAFF Championship","Tehran","Iran",TRUE,"martj42",NA,"Syria","Jordan","SYR","JOR",0.5,"Syria_Jordan_2008-08-07",FALSE
2008-08-08,"Guyana","Dominica",3,0,"CFU Caribbean Cup qualification","Providence","Guyana",FALSE,"martj42",NA,"Guyana","Dominica","GUY","DMA",1,"Guyana_Dominica_2008-08-08",TRUE
2008-08-09,"Dominica","Suriname",1,3,"CFU Caribbean Cup qualification","Blairmont","Guyana",TRUE,"martj42",NA,"Dominica","Suriname","DMA","SUR",0,"Dominica_Suriname_2008-08-09",FALSE
2008-08-09,"Oman","Syria",1,2,"WAFF Championship","Tehran","Iran",TRUE,"martj42",NA,"Oman","Syria","OMA","SYR",0,"Oman_Syria_2008-08-09",FALSE
2008-08-09,"Palestine","Qatar",0,1,"WAFF Championship","Tehran","Iran",TRUE,"martj42",NA,"Palestine","Qatar","PLE","QAT",0,"Palestine_Qatar_2008-08-09",FALSE
2008-08-10,"Guyana","Suriname",1,1,"CFU Caribbean Cup qualification","Providence","Guyana",FALSE,"martj42",NA,"Guyana","Suriname","GUY","SUR",0.5,"Guyana_Suriname_2008-08-10",TRUE
2008-08-10,"Haiti","Trinidad and Tobago",1,0,"Friendly","Port-au-Prince","Haiti",FALSE,"martj42",NA,"Haiti","Trinidad and Tobago","HAI","TRI",1,"Haiti_Trinidad and Tobago_2008-08-10",TRUE
2008-08-11,"Iran","Qatar",6,1,"WAFF Championship","Tehran","Iran",FALSE,"martj42",NA,"Iran","Qatar","IRN","QAT",1,"Iran_Qatar_2008-08-11",TRUE
2008-08-13,"Myanmar","North Korea",0,4,"AFC Challenge Cup","New Delhi","India",TRUE,"martj42",NA,"Myanmar","Korea DPR","MYA","PRK",0,"Myanmar_Korea DPR_2008-08-13",FALSE
2008-08-13,"India","Tajikistan",4,1,"AFC Challenge Cup","New Delhi","India",FALSE,"martj42",NA,"India","Tajikistan","IND","TJK",1,"India_Tajikistan_2008-08-13",TRUE
2008-08-13,"Iran","Syria",2,0,"WAFF Championship","Tehran","Iran",FALSE,"martj42",NA,"Iran","Syria","IRN","SYR",1,"Iran_Syria_2008-08-13",TRUE
2008-08-13,"Jordan","Qatar",3,0,"WAFF Championship","Tehran","Iran",TRUE,"martj42",NA,"Jordan","Qatar","JOR","QAT",1,"Jordan_Qatar_2008-08-13",FALSE
2008-08-14,"El Salvador","Trinidad and Tobago",1,3,"Friendly","Washington, D.C.","United States",TRUE,"martj42",NA,"El Salvador","Trinidad and Tobago","SLV","TRI",0,"El Salvador_Trinidad and Tobago_2008-08-14",FALSE
2008-08-15,"Iran","Jordan",2,1,"WAFF Championship","Tehran","Iran",FALSE,"martj42",NA,"Iran","Jordan","IRN","JOR",1,"Iran_Jordan_2008-08-15",TRUE
2008-08-19,"Australia","South Africa",2,2,"Friendly","London","England",TRUE,"martj42",NA,"Australia","South Africa","AUS","RSA",0.5,"Australia_South Africa_2008-08-19",FALSE
2008-08-19,"Gabon","Mali",1,0,"Friendly","Mantes-la-Ville","France",TRUE,"martj42",NA,"Gabon","Mali","GAB","MLI",1,"Gabon_Mali_2008-08-19",FALSE
2008-08-20,"Albania","Liechtenstein",2,0,"Friendly","Tirana","Albania",FALSE,"martj42",NA,"Albania","Liechtenstein","ALB","LIE",1,"Albania_Liechtenstein_2008-08-20",TRUE
2008-08-20,"Algeria","United Arab Emirates",1,0,"Friendly","Le Touquet","France",TRUE,"martj42",NA,"Algeria","United Arab Emirates","ALG","UAE",1,"Algeria_United Arab Emirates_2008-08-20",FALSE
2008-08-20,"Bahrain","Burkina Faso",3,1,"Friendly","Manama","Bahrain",FALSE,"martj42",NA,"Bahrain","Burkina Faso","BHR","BFA",1,"Bahrain_Burkina Faso_2008-08-20",TRUE
2008-08-20,"Belarus","Argentina",0,0,"Friendly","Minsk","Belarus",FALSE,"martj42",NA,"Belarus","Argentina","BLR","ARG",0.5,"Belarus_Argentina_2008-08-20",TRUE
2008-08-20,"Bolivia","Panama",1,0,"Friendly","Santa Cruz","Bolivia",FALSE,"martj42",NA,"Bolivia","Panama","BOL","PAN",1,"Bolivia_Panama_2008-08-20",TRUE
2008-08-20,"Bosnia and Herzegovina","Bulgaria",1,2,"Friendly","Zenica","Bosnia and Herzegovina",FALSE,"martj42",NA,"Bosnia and Herzegovina","Bulgaria","BIH","BUL",0,"Bosnia and Herzegovina_Bulgaria_2008-08-20",TRUE
2008-08-20,"Canada","Jamaica",1,1,"FIFA World Cup qualification","Toronto","Canada",FALSE,"martj42",NA,"Canada","Jamaica","CAN","JAM",0.5,"Canada_Jamaica_2008-08-20",TRUE
2008-08-20,"Colombia","Ecuador",0,1,"Friendly","East Rutherford","United States",TRUE,"martj42",NA,"Colombia","Ecuador","COL","ECU",0,"Colombia_Ecuador_2008-08-20",FALSE
2008-08-20,"DR Congo","Togo",2,1,"Friendly","Dreux","France",TRUE,"martj42",NA,"DR Congo","Togo",NA,"TOG",1,"DR Congo_Togo_2008-08-20",FALSE
2008-08-20,"Costa Rica","El Salvador",1,0,"FIFA World Cup qualification","San José","Costa Rica",FALSE,"martj42",NA,"Costa Rica","El Salvador","CRC","SLV",1,"Costa Rica_El Salvador_2008-08-20",TRUE
2008-08-20,"Cuba","Trinidad and Tobago",1,3,"FIFA World Cup qualification","Havana","Cuba",FALSE,"martj42",NA,"Cuba","Trinidad and Tobago","CUB","TRI",0,"Cuba_Trinidad and Tobago_2008-08-20",TRUE
2008-08-20,"Denmark","Spain",0,3,"Friendly","Copenhagen","Denmark",FALSE,"martj42",NA,"Denmark","Spain","DEN","ESP",0,"Denmark_Spain_2008-08-20",TRUE
2008-08-20,"England","Czech Republic",2,2,"Friendly","London","England",FALSE,"martj42",NA,"England","Czech Republic","ENG","CZE",0.5,"England_Czech Republic_2008-08-20",TRUE
2008-08-20,"Estonia","Malta",2,1,"Friendly","Tallinn","Estonia",FALSE,"martj42",NA,"Estonia","Malta","EST","MLT",1,"Estonia_Malta_2008-08-20",TRUE
2008-08-20,"Finland","Israel",2,0,"Friendly","Tampere","Finland",FALSE,"martj42",NA,"Finland","Israel","FIN","ISR",1,"Finland_Israel_2008-08-20",TRUE
2008-08-20,"Germany","Belgium",2,0,"Friendly","Nuremberg","Germany",FALSE,"martj42",NA,"Germany","Belgium","GER","BEL",1,"Germany_Belgium_2008-08-20",TRUE
2008-08-20,"Guatemala","United States",0,1,"FIFA World Cup qualification","Guatemala City","Guatemala",FALSE,"martj42",NA,"Guatemala","United States","GUA","USA",0,"Guatemala_United States_2008-08-20",TRUE
2008-08-20,"Guinea","Ivory Coast",1,2,"Friendly","Chantilly","France",TRUE,"martj42",NA,"Guinea","Ivory Coast","GUI","CIV",0,"Guinea_Ivory Coast_2008-08-20",FALSE
2008-08-20,"Haiti","Suriname",2,2,"FIFA World Cup qualification","Port-au-Prince","Haiti",FALSE,"martj42",NA,"Haiti","Suriname","HAI","SUR",0.5,"Haiti_Suriname_2008-08-20",TRUE
2008-08-20,"Hungary","Montenegro",3,3,"Friendly","Budapest","Hungary",FALSE,"martj42",NA,"Hungary","Montenegro","HUN","MNE",0.5,"Hungary_Montenegro_2008-08-20",TRUE
2008-08-20,"Iceland","Azerbaijan",1,1,"Friendly","Reykjavík","Iceland",FALSE,"martj42",NA,"Iceland","Azerbaijan","ISL","AZE",0.5,"Iceland_Azerbaijan_2008-08-20",TRUE
2008-08-20,"Italy","Austria",2,2,"Friendly","Nice","France",TRUE,"martj42",NA,"Italy","Austria","ITA","AUT",0.5,"Italy_Austria_2008-08-20",FALSE
2008-08-20,"Japan","Uruguay",1,3,"Friendly","Sapporo","Japan",FALSE,"martj42",NA,"Japan","Uruguay","JPN","URU",0,"Japan_Uruguay_2008-08-20",TRUE
2008-08-20,"Kazakhstan","Andorra",3,0,"FIFA World Cup qualification","Almaty","Kazakhstan",FALSE,"martj42",NA,"Kazakhstan","Andorra","KAZ","AND",1,"Kazakhstan_Andorra_2008-08-20",TRUE
2008-08-20,"Libya","Senegal",0,0,"Friendly","Tripoli","Libya",FALSE,"martj42",NA,"Libya","Senegal","LBY","SEN",0.5,"Libya_Senegal_2008-08-20",TRUE
2008-08-20,"Lithuania","Moldova",3,0,"Friendly","Marijampolė","Lithuania",FALSE,"martj42",NA,"Lithuania","Moldova","LTU","MDA",1,"Lithuania_Moldova_2008-08-20",TRUE
2008-08-20,"Luxembourg","North Macedonia",1,4,"Friendly","Luxembourg","Luxembourg",FALSE,"martj42",NA,"Luxembourg","Macedonia","LUX","MKD",0,"Luxembourg_Macedonia_2008-08-20",TRUE
2008-08-20,"Mexico","Honduras",2,1,"FIFA World Cup qualification","Mexico City","Mexico",FALSE,"martj42",NA,"Mexico","Honduras","MEX","HON",1,"Mexico_Honduras_2008-08-20",TRUE
2008-08-20,"Morocco","Benin",3,1,"Friendly","Rabat","Morocco",FALSE,"martj42",NA,"Morocco","Benin","MAR","BEN",1,"Morocco_Benin_2008-08-20",TRUE
2008-08-20,"Mozambique","Eswatini",3,0,"Friendly","Maputo","Mozambique",FALSE,"martj42",NA,"Mozambique","Eswatini","MOZ","SWZ",1,"Mozambique_Eswatini_2008-08-20",TRUE
2008-08-20,"Norway","Republic of Ireland",1,1,"Friendly","Oslo","Norway",FALSE,"martj42",NA,"Norway","Republic of Ireland","NOR",NA,0.5,"Norway_Republic of Ireland_2008-08-20",TRUE
2008-08-20,"Oman","Uzbekistan",2,0,"Friendly","Muscat","Oman",FALSE,"martj42",NA,"Oman","Uzbekistan","OMA","UZB",1,"Oman_Uzbekistan_2008-08-20",TRUE
2008-08-20,"Portugal","Faroe Islands",5,0,"Friendly","Aveiro","Portugal",FALSE,"martj42",NA,"Portugal","Faroe Islands","POR","FRO",1,"Portugal_Faroe Islands_2008-08-20",TRUE
2008-08-20,"Qatar","Tajikistan",5,0,"Friendly","Doha","Qatar",FALSE,"martj42",NA,"Qatar","Tajikistan","QAT","TJK",1,"Qatar_Tajikistan_2008-08-20",TRUE
2008-08-20,"Romania","Latvia",1,0,"Friendly","Urziceni","Romania",FALSE,"martj42",NA,"Romania","Latvia","ROU","LVA",1,"Romania_Latvia_2008-08-20",TRUE
2008-08-20,"Russia","Netherlands",1,1,"Friendly","Moscow","Russia",FALSE,"martj42",NA,"Russia","Netherlands","RUS","NED",0.5,"Russia_Netherlands_2008-08-20",TRUE
